vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount
2,2016-06-15 09:00:00 UTC,2016-06-15 09:15:38 UTC,6,1.59,-73.955268859863281,40.782844543457031,1,N,-73.955390930175781,40.766929626464844,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8
2,2016-06-15 09:00:00 UTC,2016-06-15 09:23:30 UTC,1,2.97,-73.981735229492188,40.767471313476562,1,N,-73.997520446777344,40.735198974609375,1,16.0,0.0,0.5,5.04,0.0,0.3,21.84
1,2016-06-15 09:00:00 UTC,2016-06-15 09:07:43 UTC,1,0.6,-73.949996948242188,40.785488128662109,1,N,-73.9587631225586,40.783790588378906,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75
1,2016-06-15 09:00:00 UTC,2016-06-15 09:01:54 UTC,1,0.2,-73.984359741210938,40.739326477050781,1,N,-73.9793472290039,40.737350463867188,1,3.5,0.0,0.5,1.25,0.0,0.3,5.55
2,2016-06-15 09:00:00 UTC,2016-06-15 09:19:06 UTC,6,2.3,-73.9954833984375,40.716953277587891,1,N,-74.014266967773438,40.702995300292969,1,14.0,0.0,0.5,4.44,0.0,0.3,19.24
1,2016-06-15 09:00:00 UTC,2016-06-15 09:09:23 UTC,2,1.9,0.0,0.0,1,N,0.0,0.0,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
2,2016-06-15 09:00:01 UTC,2016-06-15 09:10:06 UTC,1,1.59,-73.972526550292969,40.746120452880859,1,N,-73.973030090332031,40.762485504150391,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
1,2016-06-15 09:00:01 UTC,2016-06-15 09:06:50 UTC,1,1.2,-73.980545043945312,40.780014038085938,1,N,-73.9639892578125,40.777061462402344,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35
1,2016-06-15 09:00:01 UTC,2016-06-15 09:15:49 UTC,1,2.2,-73.945274353027344,40.774398803710938,1,N,-73.9676742553711,40.756332397460938,1,12.0,0.0,0.5,2.55,0.0,0.3,15.35
1,2016-06-15 09:00:01 UTC,2016-06-15 09:18:30 UTC,1,2.3,-73.985183715820312,40.735702514648438,1,N,-73.968833923339844,40.758148193359375,1,13.5,0.0,0.5,2.85,0.0,0.3,17.15
1,2016-06-15 09:00:01 UTC,2016-06-15 09:18:31 UTC,1,1.9,-74.0049057006836,40.7191162109375,1,N,-74.012664794921875,40.701652526855469,1,12.5,0.0,0.5,2.65,0.0,0.3,15.95
2,2016-06-15 09:00:01 UTC,2016-06-15 09:12:35 UTC,1,0.89,-73.97052001953125,40.762172698974609,1,N,-73.97882080078125,40.750530242919922,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
1,2016-06-15 09:00:01 UTC,2016-06-15 09:11:37 UTC,1,2.4,-73.951835632324219,40.7691535949707,1,N,-73.97900390625,40.772289276123047,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
