vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount
1,2016-06-15 19:30:00 UTC,2016-06-15 19:34:53 UTC,1,0.4,-73.973564147949219,40.763404846191406,1,N,-73.9757080078125,40.757282257080078,1,5.0,1.0,0.5,1.35,0.0,0.3,8.15
2,2016-06-15 19:30:00 UTC,2016-06-15 19:36:51 UTC,1,0.93,-74.017097473144531,40.705413818359375,1,N,-74.006103515625,40.705856323242188,2,6.5,1.0,0.5,0.0,0.0,0.3,8.3
1,2016-06-15 19:30:00 UTC,2016-06-15 19:38:44 UTC,2,1.3,-74.009735107421875,40.703712463378906,1,N,-74.015899658203125,40.715217590332031,2,8.0,1.0,0.5,0.0,0.0,0.3,9.8
1,2016-06-15 19:30:00 UTC,2016-06-15 19:47:10 UTC,1,2.4,-73.959480285644531,40.774105072021484,1,N,-73.971084594726562,40.748275756835938,1,12.5,1.0,0.5,2.85,0.0,0.3,17.15
2,2016-06-15 19:30:00 UTC,2016-06-15 19:44:59 UTC,1,1.9,-73.991287231445312,40.744709014892578,1,N,-73.997749328613281,40.7216796875,1,10.5,1.0,0.5,2.46,0.0,0.3,14.76
2,2016-06-15 19:30:00 UTC,2016-06-15 19:34:47 UTC,1,0.91,-73.98779296875,40.754745483398438,1,N,-73.985107421875,40.745437622070312,1,5.5,1.0,0.5,2.0,0.0,0.3,9.3
2,2016-06-15 19:30:00 UTC,2016-06-15 19:35:28 UTC,2,0.7,-73.996513366699219,40.74609375,1,N,-73.9930648803711,40.754581451416016,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3
2,2016-06-15 19:30:00 UTC,2016-06-15 19:45:20 UTC,1,1.68,-73.969100952148438,40.761039733886719,1,N,-73.978569030761719,40.777240753173828,1,11.0,1.0,0.5,2.56,0.0,0.3,15.36
2,2016-06-15 19:30:00 UTC,2016-06-15 19:36:46 UTC,1,1.14,-73.968154907226562,40.768253326416016,1,N,-73.958099365234375,40.781978607177734,1,6.5,1.0,0.5,1.66,0.0,0.3,9.96
1,2016-06-15 19:30:00 UTC,2016-06-15 19:39:04 UTC,1,1.1,-73.985359191894531,40.738059997558594,1,N,-73.978118896484375,40.751071929931641,1,7.5,1.0,0.5,2.3,0.0,0.3,11.6
2,2016-06-15 19:30:01 UTC,2016-06-15 19:36:02 UTC,1,0.75,-73.975013732910156,40.762519836425781,1,N,-73.967071533203125,40.769020080566406,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36
2,2016-06-15 19:30:01 UTC,2016-06-15 19:50:02 UTC,1,3.0,-73.993980407714844,40.751808166503906,1,N,-73.9950180053711,40.721431732177734,1,14.5,1.0,0.5,1.0,0.0,0.3,17.3
2,2016-06-15 19:30:01 UTC,2016-06-15 19:38:11 UTC,3,1.17,-73.966567993164062,40.764110565185547,1,N,-73.982658386230469,40.762050628662109,2,7.0,1.0,0.5,0.0,0.0,0.3,8.8
1,2016-06-15 19:30:01 UTC,2016-06-15 19:44:43 UTC,1,2.2,-73.985710144042969,40.7629508972168,1,N,-73.973747253417969,40.785213470458984,1,11.0,1.0,0.5,2.0,0.0,0.3,14.8
2,2016-06-15 19:30:01 UTC,2016-06-15 19:32:01 UTC,2,0.25,-73.99566650390625,40.759548187255859,1,N,-73.99566650390625,40.759548187255859,2,3.5,1.0,0.5,0.0,0.0,0.3,5.3
1,2016-06-15 19:30:01 UTC,2016-06-15 19:50:01 UTC,1,10.5,-73.9829330444336,40.7667121887207,1,N,-73.908363342285156,40.893634796142578,1,29.5,1.0,0.5,6.74,2.44,0.3,40.48
1,2016-06-15 19:30:01 UTC,2016-06-15 19:39:23 UTC,2,0.9,-73.95635986328125,40.767536163330078,1,N,-73.961273193359375,40.7604866027832,1,7.5,1.0,0.5,1.0,0.0,0.3,10.3
2,2016-06-15 19:30:01 UTC,2016-06-15 19:41:31 UTC,6,1.74,-73.982666015625,40.746143341064453,1,N,-73.990966796875,40.725025177001953,1,9.5,1.0,0.5,0.0,0.0,0.3,11.3
2,2016-06-15 19:30:01 UTC,2016-06-15 19:30:25 UTC,5,0.0,-73.7898178100586,40.643203735351562,2,N,-73.789787292480469,40.643196105957031,1,52.0,4.5,0.5,15.71,5.54,0.3,78.55
2,2016-06-15 19:30:01 UTC,2016-06-15 19:52:14 UTC,1,10.13,-73.87371826171875,40.773891448974609,1,N,-73.970954895019531,40.755001068115234,1,28.5,1.0,0.5,8.96,5.54,0.3,44.8
1,2016-06-15 19:30:02 UTC,2016-06-15 19:48:03 UTC,1,3.4,-73.9794921875,40.747024536132812,1,N,-73.945526123046875,40.778411865234375,2,14.0,1.0,0.5,0.0,0.0,0.3,15.8
