vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount
2,2016-06-15 12:00:00 UTC,2016-06-15 12:10:16 UTC,1,1.39,-73.968803405761719,40.754550933837891,1,N,-73.984161376953125,40.74713134765625,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
1,2016-06-15 12:00:00 UTC,2016-06-15 12:06:06 UTC,1,0.6,-73.981773376464844,40.752586364746094,1,N,-73.990707397460938,40.750778198242188,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-06-15 12:00:02 UTC,2016-06-15 12:10:39 UTC,1,1.05,-73.979110717773438,40.755420684814453,1,N,-73.969329833984375,40.749099731445312,1,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2016-06-15 12:00:05 UTC,2016-06-15 12:12:27 UTC,1,1.04,-73.978309631347656,40.752593994140625,1,N,-73.990913391113281,40.749637603759766,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
1,2016-06-15 12:00:06 UTC,2016-06-15 12:10:14 UTC,1,1.2,-73.976020812988281,40.740242004394531,1,N,-73.993789672851562,40.750076293945312,1,8.0,0.0,0.5,2.6,0.0,0.3,11.4
1,2016-06-15 12:00:09 UTC,2016-06-15 12:05:57 UTC,1,1.0,-73.976280212402344,40.754375457763672,1,N,-73.9720458984375,40.762222290039062,1,5.5,0.0,0.5,1.85,0.0,0.3,8.15
2,2016-06-15 12:00:10 UTC,2016-06-15 12:14:03 UTC,1,1.04,-73.994216918945312,40.750991821289062,1,N,-73.981460571289062,40.753501892089844,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
2,2016-06-15 12:00:14 UTC,2016-06-15 12:04:41 UTC,1,0.68,-73.990707397460938,40.745700836181641,1,N,-73.990707397460938,40.745700836181641,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
2,2016-06-15 12:00:17 UTC,2016-06-15 12:04:13 UTC,1,0.53,-73.966178894042969,40.753730773925781,1,N,-73.961181640625,40.760402679443359,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
1,2016-06-15 12:00:17 UTC,2016-06-15 12:03:45 UTC,1,0.3,-73.97491455078125,40.751750946044922,1,N,-73.978691101074219,40.748561859130859,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
1,2016-06-15 12:00:18 UTC,2016-06-15 12:12:22 UTC,1,0.8,-73.994071960449219,40.750972747802734,1,N,-73.985954284667969,40.762119293212891,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75
2,2016-06-15 12:00:20 UTC,2016-06-15 12:06:05 UTC,1,0.59,-73.990440368652344,40.756351470947266,1,N,-73.983200073242188,40.758209228515625,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2016-06-15 12:00:21 UTC,2016-06-15 12:08:09 UTC,1,1.0,-73.975830078125,40.748935699462891,1,N,-73.963325500488281,40.757293701171875,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
1,2016-06-15 12:00:21 UTC,2016-06-15 12:04:55 UTC,1,0.4,-73.971221923828125,40.75592041015625,1,N,-73.971237182617188,40.759738922119141,1,5.0,0.0,0.5,1.7,0.0,0.3,7.5
1,2016-06-15 12:00:22 UTC,2016-06-15 12:25:39 UTC,1,2.2,-73.968803405761719,40.761577606201172,1,N,-73.990913391113281,40.750560760498047,2,16.0,0.0,0.5,0.0,0.0,0.3,16.8
1,2016-06-15 12:00:24 UTC,2016-06-15 12:15:25 UTC,1,0.9,-73.971954345703125,40.745857238769531,1,N,-73.9832992553711,40.7542724609375,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2016-06-15 12:00:25 UTC,2016-06-15 12:10:07 UTC,1,1.36,-73.999282836914062,40.759605407714844,1,N,-73.997428894042969,40.747348785400391,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
1,2016-06-15 12:00:27 UTC,2016-06-15 12:14:07 UTC,1,1.5,-73.98583984375,40.743438720703125,1,N,-73.973037719726562,40.756790161132812,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
2,2016-06-15 12:00:32 UTC,2016-06-15 12:52:07 UTC,1,4.73,-73.985649108886719,40.757530212402344,1,N,-73.981307983398438,40.759559631347656,1,30.5,0.0,0.5,0.0,0.0,0.3,31.3
