vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount
1,2016-06-15 06:00:04 UTC,2016-06-15 06:03:28 UTC,1,0.9,-73.984237670898438,40.752948760986328,1,N,-73.97393798828125,40.761966705322266,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
1,2016-06-15 06:00:05 UTC,2016-06-15 06:06:38 UTC,1,1.2,-73.990531921386719,40.750896453857422,1,N,-73.972526550292969,40.746730804443359,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
1,2016-06-15 06:00:05 UTC,2016-06-15 06:06:06 UTC,1,1.3,-73.989784240722656,40.7579345703125,1,N,-73.970893859863281,40.759246826171875,1,6.5,0.0,0.5,2.15,0.0,0.3,9.45
2,2016-06-15 06:00:11 UTC,2016-06-15 06:03:28 UTC,1,0.61,-73.98370361328125,40.749668121337891,1,N,-73.991584777832031,40.748947143554688,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
1,2016-06-15 06:00:12 UTC,2016-06-15 06:02:50 UTC,1,0.5,-73.978469848632812,40.752357482910156,1,N,-73.98687744140625,40.756156921386719,1,4.0,0.5,0.5,1.5,0.0,0.3,6.8
1,2016-06-15 06:00:27 UTC,2016-06-15 06:06:09 UTC,1,0.7,-73.99407958984375,40.751121520996094,1,N,-73.996017456054688,40.759082794189453,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2016-06-15 06:00:40 UTC,2016-06-15 06:07:01 UTC,1,1.0,-73.9732437133789,40.744194030761719,1,N,-73.985771179199219,40.752902984619141,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75
1,2016-06-15 06:00:43 UTC,2016-06-15 06:06:30 UTC,1,1.0,-73.99462890625,40.760746002197266,1,N,-73.979278564453125,40.7578010559082,3,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1,2016-06-15 06:00:46 UTC,2016-06-15 06:03:10 UTC,1,0.4,-73.986564636230469,40.761634826660156,1,N,-73.979568481445312,40.759662628173828,1,4.0,0.0,0.5,1.2,0.0,0.3,6.0
1,2016-06-15 06:00:49 UTC,2016-06-15 06:02:30 UTC,1,0.3,-73.990806579589844,40.750881195068359,1,N,-73.991485595703125,40.746479034423828,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
