vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount
1,2016-06-15 00:00:02 UTC,2016-06-15 00:06:01 UTC,1,0.8,-73.991409301757812,40.757740020751953,1,N,-73.977935791015625,40.75213623046875,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2016-06-15 00:00:04 UTC,2016-06-15 00:06:47 UTC,1,1.18,-73.976516723632812,40.755363464355469,1,N,-73.973335266113281,40.743618011474609,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75
2,2016-06-15 00:00:06 UTC,2016-06-15 00:10:06 UTC,1,1.56,-73.9779281616211,40.752159118652344,1,N,-73.996063232421875,40.756568908691406,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
2,2016-06-15 00:00:08 UTC,2016-06-15 00:08:26 UTC,1,1.2,-73.987068176269531,40.760761260986328,1,N,-73.9685287475586,40.756549835205078,1,7.5,0.5,0.5,2.64,0.0,0.3,11.44
2,2016-06-15 00:00:10 UTC,2016-06-15 00:04:43 UTC,1,0.94,-73.976455688476562,40.750835418701172,1,N,-73.990447998046875,40.755283355712891,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2016-06-15 00:00:16 UTC,2016-06-15 00:16:08 UTC,1,1.13,-73.97515869140625,40.761997222900391,1,N,-73.989959716796875,40.757389068603516,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
1,2016-06-15 00:00:27 UTC,2016-06-15 00:10:28 UTC,1,1.9,-73.998245239257812,40.74542236328125,1,N,-73.974418640136719,40.756385803222656,1,9.0,0.5,0.5,1.7,0.0,0.3,12.0
1,2016-06-15 00:00:31 UTC,2016-06-15 00:03:36 UTC,1,0.6,-73.97515869140625,40.752681732177734,1,N,-73.9654541015625,40.753616333007812,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
1,2016-06-15 00:00:35 UTC,2016-06-15 00:06:19 UTC,1,1.0,-73.976287841796875,40.755691528320312,1,N,-73.963340759277344,40.757843017578125,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75
1,2016-06-15 00:00:38 UTC,2016-06-15 00:05:44 UTC,1,0.6,-73.986625671386719,40.751533508300781,1,N,-73.983551025390625,40.75897216796875,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2016-06-15 00:00:41 UTC,2016-06-15 00:07:54 UTC,1,1.09,-73.994102478027344,40.751186370849609,1,N,-73.979385375976562,40.753005981445312,1,7.0,0.5,0.5,2.0,0.0,0.3,10.3
1,2016-06-15 00:00:46 UTC,2016-06-15 00:09:30 UTC,1,1.4,-73.977294921875,40.758049011230469,1,N,-73.9775619506836,40.742641448974609,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
1,2016-06-15 00:00:48 UTC,2016-06-15 00:07:03 UTC,1,1.0,-73.974723815917969,40.750572204589844,1,N,-73.991989135742188,40.758110046386719,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
2,2016-06-15 00:00:49 UTC,2016-06-15 00:05:53 UTC,1,1.21,-73.9849853515625,40.7479362487793,1,N,-73.9889144897461,40.757720947265625,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
1,2016-06-15 00:00:50 UTC,2016-06-15 00:03:31 UTC,1,0.3,-73.987464904785156,40.755756378173828,1,N,-73.9815444946289,40.755256652832031,1,4.0,0.5,0.5,2.0,0.0,0.3,7.3
1,2016-06-15 00:00:52 UTC,2016-06-15 00:07:16 UTC,1,0.9,-73.98602294921875,40.762413024902344,1,N,-73.973793029785156,40.757286071777344,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2016-06-15 00:00:57 UTC,2016-06-15 00:04:11 UTC,1,0.76,-73.973602294921875,40.751861572265625,1,N,-73.9664306640625,40.761501312255859,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96
1,2016-06-15 00:01:00 UTC,2016-06-15 00:02:15 UTC,1,0.2,-73.991004943847656,40.745628356933594,1,N,-73.988479614257812,40.748863220214844,1,3.0,0.5,0.5,0.85,0.0,0.3,5.15
1,2016-06-15 00:01:01 UTC,2016-06-15 00:11:23 UTC,1,1.2,-73.982841491699219,40.757915496826172,1,N,-73.973922729492188,40.755531311035156,1,8.0,0.5,0.5,2.3,0.0,0.3,11.6
2,2016-06-15 00:01:01 UTC,2016-06-15 00:09:31 UTC,1,1.24,-73.990798950195312,40.7508544921875,1,N,-73.983467102050781,40.760795593261719,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
1,2016-06-15 00:01:04 UTC,2016-06-15 00:07:39 UTC,1,0.8,-73.981742858886719,40.762222290039062,1,N,-73.973037719726562,40.755062103271484,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2016-06-15 00:01:07 UTC,2016-06-15 00:07:47 UTC,1,1.12,-73.9842300415039,40.755168914794922,1,N,-73.981620788574219,40.74462890625,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75
2,2016-06-15 00:01:08 UTC,2016-06-15 00:14:48 UTC,1,1.42,-73.971611022949219,40.750759124755859,1,N,-73.989936828613281,40.749118804931641,1,9.0,0.5,0.5,0.0,0.0,0.3,10.3
1,2016-06-15 00:01:13 UTC,2016-06-15 00:05:52 UTC,1,0.8,-73.986824035644531,40.750804901123047,1,N,-73.993148803710938,40.757472991943359,1,5.0,0.5,0.5,1.55,0.0,0.3,7.85
1,2016-06-15 00:01:17 UTC,2016-06-15 00:03:36 UTC,1,0.4,-73.969070434570312,40.757957458496094,1,N,-73.961845397949219,40.7556037902832,1,4.0,0.5,0.5,1.0,0.0,0.3,6.3
2,2016-06-15 00:01:20 UTC,2016-06-15 00:17:01 UTC,1,1.49,-73.991058349609375,40.760295867919922,1,N,-73.984977722167969,40.75787353515625,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
1,2016-06-15 00:01:20 UTC,2016-06-15 00:11:55 UTC,1,1.4,-73.984130859375,40.761318206787109,1,N,-73.990875244140625,40.750591278076172,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75
2,2016-06-15 00:01:20 UTC,2016-06-15 00:09:20 UTC,1,1.36,-73.972328186035156,40.7564697265625,1,N,-73.991119384765625,40.755508422851562,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
1,2016-06-15 00:01:21 UTC,2016-06-15 00:08:30 UTC,1,1.2,-73.985420227050781,40.744380950927734,1,N,-73.986122131347656,40.758232116699219,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95
2,2016-06-15 00:01:23 UTC,2016-06-15 00:09:37 UTC,1,1.91,-73.970649719238281,40.758613586425781,1,N,-73.991668701171875,40.744590759277344,1,8.0,0.5,0.5,1.0,0.0,0.3,10.3
1,2016-06-15 00:01:34 UTC,2016-06-15 00:09:54 UTC,1,1.3,-73.984832763671875,40.747932434082031,1,N,-73.988800048828125,40.758682250976562,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
1,2016-06-15 00:01:36 UTC,2016-06-15 00:07:35 UTC,1,0.8,-73.9814224243164,40.752559661865234,1,N,-73.991439819335938,40.749916076660156,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2016-06-15 00:01:37 UTC,2016-06-15 00:05:54 UTC,1,1.12,-73.993667602539062,40.751678466796875,1,N,-73.97796630859375,40.751270294189453,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8
1,2016-06-15 00:01:42 UTC,2016-06-15 00:03:13 UTC,1,2.4,-73.9892578125,40.750522613525391,5,N,-73.9892578125,40.750522613525391,3,120.0,0.0,0.0,0.0,0.0,0.3,120.3
2,2016-06-15 00:01:42 UTC,2016-06-15 00:06:30 UTC,1,1.04,-73.991302490234375,40.744789123535156,1,N,-73.98529052734375,40.747161865234375,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
1,2016-06-15 00:01:46 UTC,2016-06-15 00:12:31 UTC,1,1.4,-73.983238220214844,40.757770538330078,1,N,-73.971649169921875,40.7575798034668,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25
1,2016-06-15 00:01:55 UTC,2016-06-15 00:04:05 UTC,1,0.4,-73.994354248046875,40.760818481445312,1,N,-73.992477416992188,40.756462097167969,1,3.5,0.5,0.5,0.95,0.0,0.3,5.75
1,2016-06-15 00:01:59 UTC,2016-06-15 00:05:49 UTC,1,0.5,-73.988639831542969,40.757499694824219,1,N,-73.997230529785156,40.756412506103516,1,4.5,0.5,0.5,1.0,0.0,0.3,6.8
1,2016-06-15 00:02:05 UTC,2016-06-15 00:10:19 UTC,1,1.5,-73.971748352050781,40.7572021484375,1,N,-73.991950988769531,40.7557258605957,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55
2,2016-06-15 00:02:09 UTC,2016-06-15 00:14:36 UTC,1,0.76,-73.984725952148438,40.75897216796875,1,N,-73.978134155273438,40.752346038818359,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
2,2016-06-15 00:02:10 UTC,2016-06-15 00:07:36 UTC,1,0.64,-73.974090576171875,40.760562896728516,1,N,-73.96240234375,40.755462646484375,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2016-06-15 00:02:12 UTC,2016-06-15 00:16:18 UTC,1,2.43,-73.995147705078125,40.760181427001953,1,N,-73.960746765136719,40.761062622070312,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
1,2016-06-15 00:02:12 UTC,2016-06-15 00:09:59 UTC,1,1.2,-73.997642517089844,40.754173278808594,1,N,-73.982025146484375,40.755363464355469,1,7.0,0.5,0.5,2.0,0.0,0.3,10.3
1,2016-06-15 00:02:15 UTC,2016-06-15 00:21:48 UTC,1,3.0,-73.98858642578125,40.756641387939453,1,N,-73.9706039428711,40.755710601806641,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95
2,2016-06-15 00:02:18 UTC,2016-06-15 00:09:44 UTC,1,1.14,-73.997695922851562,40.749435424804688,1,N,-73.979988098144531,40.743156433105469,1,6.5,0.5,0.5,1.2,0.0,0.3,9.0
1,2016-06-15 00:02:24 UTC,2016-06-15 00:04:54 UTC,1,0.5,-73.9711685180664,40.757957458496094,1,N,-73.970794677734375,40.751838684082031,1,4.0,0.5,0.5,1.05,0.0,0.3,6.35
1,2016-06-15 00:02:29 UTC,2016-06-15 00:12:51 UTC,1,1.4,-73.98956298828125,40.757793426513672,1,N,-73.9725341796875,40.752593994140625,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
2,2016-06-15 00:02:30 UTC,2016-06-15 00:12:49 UTC,1,2.06,-73.983757019042969,40.754695892333984,1,N,-73.99444580078125,40.741905212402344,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36
2,2016-06-15 00:02:34 UTC,2016-06-15 00:06:49 UTC,1,0.98,-73.993423461914062,40.743244171142578,1,N,-73.9923324584961,40.753604888916016,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
1,2016-06-15 00:02:36 UTC,2016-06-15 00:11:51 UTC,1,1.0,-73.988685607910156,40.76019287109375,1,N,-73.997695922851562,40.761646270751953,1,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2016-06-15 00:02:36 UTC,2016-06-15 00:07:03 UTC,1,0.78,-73.97894287109375,40.756111145019531,1,N,-73.984817504882812,40.746780395507812,1,5.0,0.5,0.5,1.89,0.0,0.3,8.19
2,2016-06-15 00:02:42 UTC,2016-06-15 00:07:08 UTC,1,0.72,-73.984756469726562,40.755168914794922,1,N,-73.993392944335938,40.752231597900391,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
