vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,p_lon,p_lat,rate_code,store_and_fwd_flag,d_lon,d_lat,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount
2,2016-06-15 06:48:15 UTC,2016-06-15 06:52:30 UTC,2,1.12,-73.99136352539062,40.74496841430664,1,N,-73.97799682617188,40.75251007080078,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-06-15 06:48:19 UTC,2016-06-15 06:50:23 UTC,1,0.58,-73.99871063232422,40.74489974975585,1,N,-73.99456787109375,40.74576187133789,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
1,2016-06-15 06:48:19 UTC,2016-06-15 06:51:11 UTC,1,0.4,-73.98655700683594,40.76177978515625,1,N,-73.97962188720702,40.759765625,1,4.0,0.0,0.5,1.4,0.0,0.3,6.2
2,2016-06-15 06:48:19 UTC,2016-06-15 07:00:10 UTC,2,1.71,-73.9913558959961,40.75594711303711,1,N,-73.97550201416014,40.741458892822266,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
1,2016-06-15 06:48:20 UTC,2016-06-15 06:54:55 UTC,1,1.4,-73.99971771240234,40.74362182617188,1,N,-73.98690032958984,40.76160430908203,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8
2,2016-06-15 06:48:21 UTC,2016-06-15 07:24:44 UTC,1,7.89,-73.99193572998048,40.75933837890625,1,N,-73.99116516113281,40.75027084350585,1,30.0,0.0,0.5,6.0,0.0,0.3,36.8
2,2016-06-15 06:48:21 UTC,2016-06-15 06:56:34 UTC,2,1.76,-73.96585083007811,40.75464630126953,1,N,-73.98590087890625,40.7435417175293,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,2016-06-15 06:48:21 UTC,2016-06-15 06:51:22 UTC,6,0.48,-73.97702026367188,40.75650405883789,1,N,-73.97762298583984,40.76131057739258,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
1,2016-06-15 06:48:25 UTC,2016-06-15 06:50:12 UTC,1,0.5,-73.98104095458984,40.74475479125977,1,N,-73.98878479003906,40.74459457397461,1,3.5,0.0,0.5,1.0,0.0,0.3,5.3
1,2016-06-15 06:48:25 UTC,2016-06-15 06:55:25 UTC,1,1.3,-73.97605895996094,40.74908065795898,1,N,-73.99339294433594,40.741226196289055,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35
1,2016-06-15 06:48:27 UTC,2016-06-15 06:55:54 UTC,1,1.1,-73.9918441772461,40.74970626831055,1,N,-73.97478485107422,40.7412223815918,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-06-15 06:48:28 UTC,2016-06-15 06:56:27 UTC,2,1.41,-73.97593688964845,40.74454116821289,1,N,-73.9841079711914,40.75492858886719,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3
1,2016-06-15 06:48:28 UTC,2016-06-15 06:55:23 UTC,1,1.1,-73.99110412597656,40.75035858154297,1,N,-73.97931671142578,40.75006484985352,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-06-15 06:48:33 UTC,2016-06-15 06:55:40 UTC,1,1.32,-73.99083709716798,40.750919342041016,1,N,-73.97753143310547,40.759010314941406,1,7.0,0.0,0.5,2.0,0.0,0.3,9.8
2,2016-06-15 06:48:33 UTC,2016-06-15 06:58:16 UTC,1,1.37,-73.99040222167969,40.756492614746094,1,N,-73.97223663330078,40.755619049072266,1,8.0,0.0,0.5,2.64,0.0,0.3,11.44
2,2016-06-15 06:48:33 UTC,2016-06-15 07:01:12 UTC,5,1.21,-73.99394226074219,40.75141906738281,1,N,-73.97427368164062,40.74409866333008,1,9.5,0.0,0.5,2.58,0.0,0.3,12.88
1,2016-06-15 06:48:34 UTC,2016-06-15 07:05:59 UTC,1,2.1,-73.96832275390625,40.75551986694336,1,N,-73.99189758300781,40.749671936035156,1,12.5,0.0,0.5,3.3,0.0,0.3,16.6
1,2016-06-15 06:48:35 UTC,2016-06-15 06:52:58 UTC,1,0.7,-73.9926986694336,40.75785827636719,1,N,-73.99931335449219,40.750572204589844,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
1,2016-06-15 06:48:37 UTC,2016-06-15 06:58:40 UTC,1,1.2,-73.9732666015625,40.747840881347656,1,N,-73.98091125488281,40.76018905639648,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2016-06-15 06:48:37 UTC,2016-06-15 06:53:04 UTC,1,0.86,-73.969970703125,40.76048278808594,1,N,-73.98228454589844,40.761268615722656,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2016-06-15 06:48:38 UTC,2016-06-15 06:55:27 UTC,1,1.2,-73.96296691894531,40.75637435913085,1,N,-73.98020935058595,40.75456237792969,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
1,2016-06-15 06:48:39 UTC,2016-06-15 06:52:12 UTC,2,0.4,-73.97637176513672,40.75600051879883,1,N,-73.98338317871094,40.758316040039055,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
1,2016-06-15 06:48:41 UTC,2016-06-15 06:53:42 UTC,3,1.1,-73.99158477783203,40.75015258789063,1,N,-73.97676086425781,40.75231552124024,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
2,2016-06-15 06:48:44 UTC,2016-06-15 06:59:19 UTC,2,1.46,-73.99002075195312,40.756999969482415,1,N,-73.97017669677734,40.74858093261719,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
1,2016-06-15 06:48:44 UTC,2016-06-15 06:53:33 UTC,1,0.9,-73.9738540649414,40.74848556518555,1,N,-73.97413635253906,40.75822067260742,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
2,2016-06-15 06:48:45 UTC,2016-06-15 06:53:39 UTC,1,0.57,-73.96401977539062,40.75706100463867,1,N,-73.96906280517578,40.75532913208008,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2,2016-06-15 06:48:45 UTC,2016-06-15 06:51:44 UTC,1,0.76,-73.99856567382812,40.757572174072266,1,N,-73.99856567382812,40.757572174072266,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
1,2016-06-15 06:48:46 UTC,2016-06-15 06:52:02 UTC,1,0.7,-73.97859954833984,40.74481964111328,1,N,-73.98171997070312,40.75135040283203,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35
2,2016-06-15 06:48:47 UTC,2016-06-15 06:54:20 UTC,1,0.71,-73.9914779663086,40.75019836425781,1,N,-73.99049377441406,40.75616836547852,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2016-06-15 06:48:48 UTC,2016-06-15 06:52:54 UTC,1,1.04,-73.99149322509766,40.74519348144531,1,N,-73.98185729980467,40.75781631469727,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2016-06-15 06:48:50 UTC,2016-06-15 06:56:50 UTC,6,1.75,-73.99755859375,40.75723648071289,1,N,-73.97489929199219,40.75940704345703,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8
1,2016-06-15 06:48:50 UTC,2016-06-15 06:54:45 UTC,1,0.9,-73.9705352783203,40.752254486083984,1,N,-73.98423767089844,40.75466537475585,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1,2016-06-15 06:48:51 UTC,2016-06-15 06:51:44 UTC,1,0.5,-73.97730255126955,40.756649017333984,1,N,-73.98370361328125,40.761192321777344,1,4.0,0.0,0.5,0.95,0.0,0.3,5.75
2,2016-06-15 06:48:55 UTC,2016-06-15 06:56:57 UTC,1,1.46,-73.9941635131836,40.75139999389648,1,N,-73.97631072998048,40.75817108154297,1,7.5,0.0,0.5,0.0,0.0,0.3,8.3
1,2016-06-15 06:48:55 UTC,2016-06-15 06:56:06 UTC,1,1.1,-73.98873901367188,40.74863052368164,1,N,-73.97207641601562,40.74642181396485,1,7.0,0.0,0.5,2.3,0.0,0.3,10.1
2,2016-06-15 06:48:58 UTC,2016-06-15 06:52:34 UTC,6,0.84,-73.99005126953125,40.75703048706055,1,N,-73.9799270629883,40.76198959350585,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2016-06-15 06:48:59 UTC,2016-06-15 07:03:23 UTC,1,2.23,-73.9661636352539,40.75413131713867,1,N,-73.99153900146483,40.74948120117188,1,11.5,0.0,0.5,2.0,0.0,0.3,14.3
2,2016-06-15 06:49:02 UTC,2016-06-15 07:01:35 UTC,1,1.96,-73.99768829345702,40.75652694702149,1,N,-73.97162628173827,40.75804901123047,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
2,2016-06-15 06:49:03 UTC,2016-06-15 06:56:47 UTC,2,1.44,-73.99124145507811,40.749961853027344,1,N,-73.97480010986328,40.75117111206055,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2,2016-06-15 06:49:04 UTC,2016-06-15 06:53:03 UTC,1,0.87,-73.97245025634766,40.75430679321289,1,N,-73.98150634765625,40.74645614624024,1,5.0,0.0,0.5,2.0,0.0,0.3,7.8
2,2016-06-15 06:49:05 UTC,2016-06-15 06:52:53 UTC,1,0.93,-73.99279022216798,40.74274826049805,1,N,-73.98544311523438,40.7547492980957,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
1,2016-06-15 06:49:06 UTC,2016-06-15 06:55:34 UTC,1,0.8,-73.96363830566406,40.75622177124024,1,N,-73.97077941894531,40.761497497558594,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75
2,2016-06-15 06:49:06 UTC,2016-06-15 06:54:50 UTC,1,1.24,-73.99079895019531,40.75101852416992,1,N,-73.979248046875,40.76163101196289,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-06-15 06:49:06 UTC,2016-06-15 06:54:11 UTC,1,0.65,-73.98035430908203,40.74597549438477,1,N,-73.98912811279298,40.74791717529297,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2016-06-15 06:49:06 UTC,2016-06-15 06:54:46 UTC,1,1.11,-73.9612045288086,40.7608528137207,1,N,-73.97553253173827,40.75568771362305,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2016-06-15 06:49:12 UTC,2016-06-15 06:53:12 UTC,6,0.76,-73.99417114257811,40.75112915039063,1,N,-73.98734283447266,40.76055145263672,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25
1,2016-06-15 06:49:14 UTC,2016-06-15 06:57:45 UTC,1,1.7,-73.9911117553711,40.74203872680664,1,N,-73.9713134765625,40.75618743896485,1,8.0,0.0,0.5,2.0,0.0,0.3,10.8
2,2016-06-15 06:49:15 UTC,2016-06-15 06:56:09 UTC,1,1.12,-73.9913330078125,40.749698638916016,1,N,-73.9759063720703,40.741615295410156,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8
1,2016-06-15 06:49:16 UTC,2016-06-15 06:53:48 UTC,1,1.0,-73.99132537841797,40.75031661987305,1,N,-73.97928619384766,40.75280380249024,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-06-15 06:49:17 UTC,2016-06-15 06:57:37 UTC,1,1.2,-73.96932983398438,40.76122283935547,1,N,-73.98281860351562,40.75439834594727,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
2,2016-06-15 06:49:19 UTC,2016-06-15 06:51:40 UTC,6,0.67,-73.99050903320312,40.75624084472656,1,N,-73.98297119140625,40.76119995117188,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
1,2016-06-15 06:49:21 UTC,2016-06-15 06:52:10 UTC,1,1.0,-73.97831726074219,40.74678039550781,1,N,-73.97386932373048,40.7552604675293,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1,2016-06-15 06:49:23 UTC,2016-06-15 06:51:48 UTC,1,0.4,-73.99083709716798,40.75627899169922,1,N,-73.98558044433594,40.76068115234375,1,4.0,0.0,0.5,0.95,0.0,0.3,5.75
1,2016-06-15 06:49:24 UTC,2016-06-15 06:58:42 UTC,1,2.0,-73.9899139404297,40.75712585449219,1,N,-73.97559356689453,40.74147033691406,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2,2016-06-15 06:49:24 UTC,2016-06-15 06:53:48 UTC,1,0.75,-73.9855728149414,40.758731842041016,1,N,-73.97712707519531,40.75168991088867,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
1,2016-06-15 06:49:26 UTC,2016-06-15 06:52:34 UTC,1,0.9,-73.9920654296875,40.75000762939453,1,N,-73.98778533935547,40.741615295410156,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95
2,2016-06-15 06:49:26 UTC,2016-06-15 06:55:17 UTC,1,1.01,-73.97377014160156,40.7504768371582,1,N,-73.98491668701173,40.74837112426758,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-06-15 06:49:26 UTC,2016-06-15 06:55:46 UTC,1,1.1,-73.97711944580078,40.743202209472656,1,N,-73.99181365966798,40.74074172973633,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
1,2016-06-15 06:49:26 UTC,2016-06-15 06:53:37 UTC,1,0.6,-73.99406433105469,40.751224517822266,1,N,-73.99653625488281,40.7580451965332,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
1,2016-06-15 06:49:27 UTC,2016-06-15 06:56:14 UTC,2,1.2,-73.99888610839844,40.74477767944336,1,N,-73.9856948852539,40.75749588012695,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
2,2016-06-15 06:49:29 UTC,2016-06-15 06:54:07 UTC,1,0.83,-73.98757934570312,40.75027084350585,1,N,-73.99931335449219,40.75474166870117,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-06-15 06:49:30 UTC,2016-06-15 06:58:42 UTC,6,1.47,-73.99439239501955,40.75075149536133,1,N,-73.97393798828125,40.7509880065918,1,8.0,0.0,0.5,2.64,0.0,0.3,11.44
2,2016-06-15 06:49:36 UTC,2016-06-15 06:54:39 UTC,1,0.85,-73.9976806640625,40.75679016113281,1,N,-73.98737335205078,40.76150131225585,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
1,2016-06-15 06:49:38 UTC,2016-06-15 06:51:54 UTC,1,0.4,-73.97715759277344,40.74718856811523,1,N,-73.97515869140625,40.75200271606445,1,4.0,0.0,0.5,0.6,0.0,0.3,5.4
1,2016-06-15 06:49:41 UTC,2016-06-15 06:54:42 UTC,1,0.9,-73.99224853515625,40.749603271484375,1,N,-73.988037109375,40.7412109375,1,5.5,0.0,0.5,0.7,0.0,0.3,7.0
1,2016-06-15 06:49:43 UTC,2016-06-15 06:52:39 UTC,1,0.5,-73.96764373779298,40.75827407836913,1,Y,-73.96007537841797,40.75981521606445,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
2,2016-06-15 06:49:45 UTC,2016-06-15 06:56:19 UTC,2,1.22,-73.99404907226562,40.75117874145508,1,N,-73.97994232177734,40.7620506286621,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
1,2016-06-15 06:49:45 UTC,2016-06-15 07:01:33 UTC,1,2.1,-73.99419403076173,40.751163482666016,1,N,-73.96900177001955,40.756248474121094,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95
2,2016-06-15 06:49:48 UTC,2016-06-15 06:55:24 UTC,5,1.37,-73.98628997802734,40.74319839477539,1,N,-73.97433471679686,40.75984573364258,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-06-15 06:49:48 UTC,2016-06-15 06:58:31 UTC,1,1.79,-73.99147033691406,40.74484634399415,1,N,-73.97225189208984,40.758522033691406,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
1,2016-06-15 06:49:48 UTC,2016-06-15 06:52:59 UTC,1,0.9,-73.97745513916014,40.74997329711913,1,N,-73.98919677734375,40.74448013305664,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3
1,2016-06-15 06:49:49 UTC,2016-06-15 06:51:57 UTC,1,0.6,-73.96923828125,40.76155090332031,1,N,-73.97541046142578,40.75307083129883,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
1,2016-06-15 06:49:49 UTC,2016-06-15 06:53:55 UTC,1,0.9,-73.99166870117188,40.750404357910156,1,N,-73.98561096191406,40.74242401123047,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25
2,2016-06-15 06:49:50 UTC,2016-06-15 06:58:36 UTC,6,1.82,-73.99452209472656,40.75025939941406,1,N,-73.97290802001955,40.76055145263672,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2,2016-06-15 06:49:52 UTC,2016-06-15 06:55:05 UTC,5,1.0,-73.99134826660156,40.74508666992188,1,N,-73.98683166503906,40.7561912536621,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-06-15 06:49:53 UTC,2016-06-15 06:54:15 UTC,2,0.84,-73.99127197265625,40.75012969970703,1,N,-73.98448944091797,40.745853424072266,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2016-06-15 06:49:53 UTC,2016-06-15 07:03:18 UTC,1,1.9,-73.9913101196289,40.74985122680664,1,N,-73.97139739990234,40.7618408203125,1,10.5,0.0,0.5,0.0,0.0,0.3,11.3
1,2016-06-15 06:49:54 UTC,2016-06-15 06:58:40 UTC,1,1.2,-73.99234008789062,40.75918197631836,1,N,-73.99166107177734,40.74662780761719,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
2,2016-06-15 06:49:54 UTC,2016-06-15 07:00:56 UTC,1,1.87,-73.96659088134766,40.75331115722656,1,N,-73.99237060546875,40.752891540527344,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
2,2016-06-15 06:49:57 UTC,2016-06-15 06:57:26 UTC,1,1.39,-73.98280334472656,40.75524139404297,1,N,-73.98280334472656,40.75524139404297,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
2,2016-06-15 06:49:59 UTC,2016-06-15 06:55:44 UTC,1,1.3,-73.98639678955078,40.740028381347656,1,N,-73.97633361816406,40.754295349121094,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-06-15 06:49:59 UTC,2016-06-15 06:57:47 UTC,1,1.62,-73.98177337646483,40.74039077758789,1,N,-73.98209381103516,40.75782012939453,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2,2016-06-15 06:50:01 UTC,2016-06-15 07:00:22 UTC,1,0.68,-73.97783660888672,40.757850646972656,1,N,-73.99008178710938,40.76147079467773,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2016-06-15 06:50:02 UTC,2016-06-15 06:54:59 UTC,1,1.0,-73.97335052490234,40.75569915771485,1,N,-73.98391723632812,40.74393844604492,1,6.0,0.0,0.5,1.2,0.0,0.3,8.0
1,2016-06-15 06:50:02 UTC,2016-06-15 06:52:45 UTC,1,0.5,-73.97509765625,40.76211929321289,1,N,-73.97728729248048,40.75535202026367,1,4.0,0.0,0.5,0.65,0.0,0.3,5.45
2,2016-06-15 06:50:02 UTC,2016-06-15 07:02:44 UTC,1,2.21,-73.99478912353516,40.74497604370117,1,N,-73.96996307373048,40.757408142089844,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2016-06-15 06:50:03 UTC,2016-06-15 06:55:48 UTC,2,1.13,-73.974853515625,40.75038146972656,1,N,-73.98358917236328,40.760650634765625,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
1,2016-06-15 06:50:05 UTC,2016-06-15 06:54:49 UTC,2,1.0,-73.98086547851562,40.74446105957031,1,N,-73.98414611816406,40.7546501159668,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
2,2016-06-15 06:50:12 UTC,2016-06-15 06:55:25 UTC,1,1.15,-73.9900665283203,40.76221084594727,1,N,-73.99459838867188,40.7504997253418,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-06-15 06:50:12 UTC,2016-06-15 06:57:52 UTC,1,1.86,-73.9916000366211,40.75025939941406,1,N,-73.97434997558595,40.75104904174805,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
1,2016-06-15 06:50:13 UTC,2016-06-15 06:54:19 UTC,1,0.5,-73.98429870605469,40.75365447998047,1,N,-73.97648620605469,40.751853942871094,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1,2016-06-15 06:50:13 UTC,2016-06-15 06:51:54 UTC,1,0.3,-73.98139953613281,40.75614547729492,1,N,-73.97978973388672,40.7603645324707,1,3.5,0.0,0.5,5.0,0.0,0.3,9.3
2,2016-06-15 06:50:15 UTC,2016-06-15 06:56:18 UTC,1,0.86,-73.9906234741211,40.75129699707031,1,N,-73.97882080078125,40.75104522705078,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1,2016-06-15 06:50:16 UTC,2016-06-15 06:59:08 UTC,1,1.3,-73.99420928955078,40.75126266479492,1,N,-73.97342681884766,40.747108459472656,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
1,2016-06-15 06:50:17 UTC,2016-06-15 06:56:11 UTC,1,0.9,-73.98222351074219,40.756446838378906,1,N,-73.970947265625,40.75909423828125,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55
2,2016-06-15 06:50:18 UTC,2016-06-15 06:54:02 UTC,1,1.01,-73.9781723022461,40.752349853515625,1,N,-73.99149322509766,40.74993896484375,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2016-06-15 06:50:19 UTC,2016-06-15 06:54:24 UTC,3,0.47,-73.98475646972656,40.75905990600585,1,N,-73.9872817993164,40.75568771362305,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
2,2016-06-15 06:50:20 UTC,2016-06-15 06:58:22 UTC,1,1.48,-73.99407958984375,40.75109100341797,1,N,-73.97618103027344,40.75848007202149,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3
2,2016-06-15 06:50:20 UTC,2016-06-15 06:57:01 UTC,1,1.84,-73.99878692626955,40.74483871459961,1,N,-73.97859191894531,40.759239196777344,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2016-06-15 06:50:22 UTC,2016-06-15 06:55:25 UTC,6,1.09,-73.99137115478516,40.75011825561523,1,N,-73.97634887695312,40.75215911865234,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2016-06-15 06:50:23 UTC,2016-06-15 06:57:12 UTC,1,1.5,-73.98265075683594,40.74808120727539,1,N,-73.9662551879883,40.762298583984375,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
1,2016-06-15 06:50:24 UTC,2016-06-15 06:54:20 UTC,1,0.5,-73.97879028320312,40.748531341552734,1,N,-73.98793029785155,40.75240707397461,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35
1,2016-06-15 06:50:26 UTC,2016-06-15 06:51:57 UTC,1,0.3,-73.99623107910156,40.74337005615234,1,N,-73.9955062866211,40.74003601074219,1,3.5,0.0,0.5,0.85,0.0,0.3,5.15
1,2016-06-15 06:50:27 UTC,2016-06-15 06:54:44 UTC,1,0.8,-73.9942626953125,40.75111389160156,1,N,-73.98725128173827,40.760887145996094,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
1,2016-06-15 06:50:27 UTC,2016-06-15 07:01:44 UTC,1,2.1,-73.99478912353516,40.75025177001953,1,N,-73.96988677978516,40.7620735168457,1,10.0,0.0,0.5,3.2,0.0,0.3,14.0
1,2016-06-15 06:50:28 UTC,2016-06-15 06:54:35 UTC,1,0.8,-73.98576354980467,40.74434661865234,1,N,-73.98551177978516,40.75307083129883,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
1,2016-06-15 06:50:30 UTC,2016-06-15 06:53:12 UTC,1,0.6,-73.98524475097656,40.74480438232422,1,N,-73.97936248779298,40.75251388549805,1,4.5,0.0,0.5,1.3,0.0,0.3,6.6
2,2016-06-15 06:50:32 UTC,2016-06-15 06:58:15 UTC,2,1.71,-73.98065185546875,40.742202758789055,1,N,-73.97681427001955,40.761043548583984,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,2016-06-15 06:50:32 UTC,2016-06-15 06:53:13 UTC,1,0.76,-73.9912109375,40.750831604003906,1,N,-73.99140167236328,40.74246597290039,1,4.5,0.0,0.5,1.32,0.0,0.3,6.62
2,2016-06-15 06:50:34 UTC,2016-06-15 07:04:24 UTC,6,2.27,-73.99463653564453,40.750301361083984,1,N,-73.96829986572266,40.762031555175774,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
2,2016-06-15 06:50:34 UTC,2016-06-15 06:53:08 UTC,1,0.72,-73.99401092529298,40.74148178100585,1,N,-73.99239349365234,40.749488830566406,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
1,2016-06-15 06:50:38 UTC,2016-06-15 06:53:26 UTC,1,0.8,-73.99242401123048,40.74947738647461,1,N,-73.98973083496094,40.74067687988281,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2,2016-06-15 06:50:39 UTC,2016-06-15 07:00:04 UTC,1,0.93,-73.97847747802734,40.74515914916992,1,N,-73.99111938476562,40.75090026855469,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2016-06-15 06:50:39 UTC,2016-06-15 06:58:25 UTC,2,1.37,-73.99488830566406,40.74494934082031,1,N,-73.97805786132812,40.751380920410156,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3
2,2016-06-15 06:50:40 UTC,2016-06-15 06:57:08 UTC,5,0.95,-73.9699478149414,40.753028869628906,1,N,-73.9851837158203,40.75796890258789,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-06-15 06:50:40 UTC,2016-06-15 06:52:05 UTC,2,0.55,-73.97825622558595,40.745620727539055,1,N,-73.97515106201173,40.75241088867188,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16
2,2016-06-15 06:50:42 UTC,2016-06-15 06:55:35 UTC,1,1.23,-73.9883804321289,40.75509643554688,1,N,-73.98999786376955,40.74134063720703,1,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2016-06-15 06:50:45 UTC,2016-06-15 06:54:16 UTC,1,0.71,-73.96599578857422,40.75866317749024,1,N,-73.9759750366211,40.76008224487305,1,4.5,0.0,0.5,0.85,0.0,0.3,6.15
1,2016-06-15 06:50:47 UTC,2016-06-15 07:00:51 UTC,1,1.6,-73.99407196044923,40.75655364990234,1,N,-73.97069549560547,40.75835037231445,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25
1,2016-06-15 06:50:48 UTC,2016-06-15 06:55:32 UTC,1,0.9,-73.98986053466798,40.74694442749024,1,N,-73.9791030883789,40.75212860107422,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55
1,2016-06-15 06:50:48 UTC,2016-06-15 06:57:07 UTC,1,0.8,-73.97132110595702,40.75151824951172,1,N,-73.98230743408203,40.75171661376953,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
1,2016-06-15 06:50:48 UTC,2016-06-15 06:56:52 UTC,1,1.1,-73.9905014038086,40.75654983520508,1,N,-73.97555541992188,40.75934600830078,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
2,2016-06-15 06:50:49 UTC,2016-06-15 06:53:25 UTC,5,0.49,-73.98973083496094,40.75698852539063,1,N,-73.9845199584961,40.7569694519043,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
2,2016-06-15 06:50:49 UTC,2016-06-15 06:58:02 UTC,3,0.86,-73.97794342041014,40.745601654052734,1,N,-73.98468780517578,40.75349044799805,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,2016-06-15 06:50:54 UTC,2016-06-15 06:55:37 UTC,1,0.71,-73.97928619384766,40.74018096923828,1,N,-73.97222900390625,40.74617004394531,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2016-06-15 06:50:54 UTC,2016-06-15 06:56:50 UTC,1,1.02,-73.96704864501955,40.7575798034668,1,N,-73.98210906982422,40.75215148925781,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
